# Arguments: [TransE(2625, num_relations=1, hidden_channels=50), 8000, 100, True]
# Training time: 132.6098484992981
Epoch,Loss,Precision,Recall,Hits
0,0.9350956499576568,0.0846405178308487,0.04509231075644493,0.6949890851974487
1,0.7763800382614136,0.11579521000385284,0.05421866849064827,0.7189542055130005
2,0.6075997292995453,0.14662308990955353,0.07777540385723114,0.8104574680328369
3,0.484920409321785,0.1698257029056549,0.09000337868928909,0.8387799263000488
4,0.4187104195356369,0.18376906216144562,0.09526030719280243,0.8453158736228943
5,0.3802159935235977,0.19335511326789856,0.1009044349193573,0.8562091588973999
6,0.3570271134376526,0.2016339898109436,0.10388582199811935,0.8409585952758789
7,0.3383326202630997,0.20642700791358948,0.10796140879392624,0.8474945425987244
8,0.32959804534912107,0.20315903425216675,0.11075384169816971,0.8671023845672607
9,0.3249898612499237,0.21023964881896973,0.11532212793827057,0.8714596629142761
10,0.3207688182592392,0.2119825780391693,0.11119814962148666,0.8562091588973999
11,0.31833810210227964,0.20413942635059357,0.11321418732404709,0.8627451062202454
12,0.3197021335363388,0.18627449870109558,0.10193557292222977,0.8344226479530334
13,0.3183767706155777,0.18082788586616516,0.10125350207090378,0.8344226479530334
14,0.3132399648427963,0.20185184478759766,0.10936618596315384,0.8366012573242188
15,0.31267712712287904,0.19923746585845947,0.11025374382734299,0.8409585952758789
16,0.31247051656246183,0.19912853837013245,0.11327913403511047,0.8540304899215698
17,0.3086235344409943,0.20108932256698608,0.12064328789710999,0.8605664372444153
18,0.31086396276950834,0.20642700791358948,0.12773475050926208,0.8562091588973999
19,0.3096432626247406,0.22113288938999176,0.1381010115146637,0.8540304899215698
20,0.30866905450820925,0.2154684066772461,0.13638728857040405,0.8649237155914307
21,0.3046629339456558,0.21111111342906952,0.13705039024353027,0.8474945425987244
22,0.30677525103092196,0.2150326669216156,0.13773278892040253,0.8649237155914307
23,0.30568727254867556,0.22407406568527222,0.14298133552074432,0.8867102265357971
24,0.30281347334384917,0.21928104758262634,0.1415051519870758,0.8779956102371216
25,0.30508109033107755,0.23039215803146362,0.14281466603279114,0.8823529481887817
26,0.3031619757413864,0.24139434099197388,0.1504291296005249,0.8954248428344727
27,0.30252680480480193,0.23017428815364838,0.1442328691482544,0.899782121181488
28,0.2978447526693344,0.23649238049983978,0.14527948200702667,0.8954248428344727
29,0.29615649580955505,0.2302832156419754,0.14461690187454224,0.8910675048828125
30,0.2993976026773453,0.23485839366912842,0.14688703417778015,0.8910675048828125
31,0.29503029882907866,0.23856209218502045,0.14497119188308716,0.9041393995285034
32,0.29815953373909,0.2446623146533966,0.1506688892841339,0.897603452205658
33,0.2932079792022705,0.2387799471616745,0.14937682449817657,0.899782121181488
34,0.2958937227725983,0.2383442223072052,0.148830384016037,0.9019607901573181
35,0.2932081013917923,0.23355118930339813,0.14901797473430634,0.897603452205658
36,0.2929582208395004,0.24215686321258545,0.1463858187198639,0.8954248428344727
37,0.29259501993656156,0.23910674452781677,0.14664305746555328,0.897603452205658
38,0.2891753166913986,0.2351851761341095,0.1420888602733612,0.8736383318901062
39,0.2893595516681671,0.245533749461174,0.14728157222270966,0.884531557559967
40,0.28843471109867097,0.2423747181892395,0.14973145723342896,0.8932461738586426
41,0.2860904335975647,0.23812636733055115,0.14448533952236176,0.8932461738586426
42,0.287731209397316,0.23714596033096313,0.1485368013381958,0.8954248428344727
43,0.28782211542129515,0.23801742494106293,0.14308284223079681,0.8823529481887817
44,0.2850345313549042,0.23594771325588226,0.13917194306850433,0.8736383318901062
45,0.2846458315849304,0.239215686917305,0.14297056198120117,0.8910675048828125
