# Arguments: [DistMult(3595, num_relations=7, hidden_channels=50), 8000, 100, False]
# Training time: 118.12698101997375
Epoch,Loss,Precision,Recall,Hits
0,0.9999973066467395,0.025381261482834816,0.009858112782239914,0.32461872696876526
1,0.9999913655683107,0.025054465979337692,0.010286188684403896,0.32461872696876526
2,0.9999800615682765,0.025163399055600166,0.01017819344997406,0.3202614188194275
3,0.9999729748873067,0.025599127635359764,0.010676209814846516,0.328976035118103
4,0.9999623048381885,0.02527233213186264,0.010648461058735847,0.3311546742916107
5,0.9999545999369741,0.025163399055600166,0.01074221171438694,0.3311546742916107
6,0.9999492085968001,0.025054465979337692,0.011491550132632256,0.3355119824409485
7,0.9999369249354019,0.025163399055600166,0.011846785433590412,0.33986926078796387
8,0.9999327204836974,0.025708060711622238,0.01209354493767023,0.34422656893730164
9,0.9999231415505433,0.025816993787884712,0.012143071740865707,0.34422656893730164
10,0.999918744006129,0.02603485807776451,0.012066394090652466,0.3376906216144562
11,0.9999069371130722,0.02603485807776451,0.011752136051654816,0.3333333134651184
12,0.9999016684432595,0.026579519733786583,0.01199285313487053,0.33986926078796387
13,0.9998939804844289,0.026688452810049057,0.012421526946127415,0.34422656893730164
14,0.9998745018057985,0.02723311446607113,0.012713488191366196,0.3464052081108093
15,0.9998666286222925,0.02854030579328537,0.013359236530959606,0.3529411554336548
16,0.9998532283099132,0.02854030579328537,0.013301399536430836,0.3507625162601471
17,0.9998400174065302,0.029629629105329514,0.013609057292342186,0.35511982440948486
18,0.9998240599789219,0.029847493395209312,0.014313852414488792,0.3616557717323303
19,0.9998049098956394,0.030936818569898605,0.014326464384794235,0.363834410905838
20,0.9997875968384926,0.03202614188194275,0.014589913189411163,0.37254899740219116
21,0.9997666503065964,0.033224400132894516,0.015643129125237465,0.3834422528743744
22,0.9997391608435894,0.034967318177223206,0.016317322850227356,0.38779956102371216
23,0.9997104902740591,0.03692810609936714,0.016726994886994362,0.398692786693573
24,0.9996819151828765,0.03834422677755356,0.0172430370002985,0.40305009484291077
25,0.9996479463415888,0.04106753692030907,0.018366742879152298,0.42265793681144714
26,0.9996056333830241,0.044335510581731796,0.019329534843564034,0.4313725531101227
27,0.9995655977636656,0.04738561809062958,0.02005126141011715,0.448801726102829
28,0.9995177381768338,0.0510893240571022,0.021762916818261147,0.4618736207485199
29,0.9994557459162308,0.05457516014575958,0.02317890152335167,0.47058823704719543
30,0.9993957791799514,0.05806099995970726,0.024172011762857437,0.4793028235435486
31,0.9993257859460639,0.06252723187208176,0.026253821328282356,0.49891066551208496
32,0.9992382899032995,0.06840958446264267,0.02926255203783512,0.5185185074806213
33,0.9991404579228899,0.07494553178548813,0.03116615116596222,0.5359476804733276
34,0.9990298015686,0.08202614635229111,0.036341454833745956,0.5577341914176941
35,0.9989184146569934,0.08997821062803268,0.03714336082339287,0.5664488077163696
36,0.9987673022326422,0.09803920984268188,0.043076321482658386,0.586056649684906
37,0.9986181057198712,0.1070806086063385,0.04585850611329079,0.5969498753547668
38,0.9984359321065187,0.11546840518712997,0.049565523862838745,0.6209149956703186
39,0.9982408676086902,0.12091503292322159,0.0519629530608654,0.6252723336219788
40,0.9980049754795888,0.13071894645690918,0.055443327873945236,0.6361655592918396
41,0.9977684222547851,0.13921569287776947,0.058058518916368484,0.6448801755905151
42,0.9974832999072886,0.14760348200798035,0.06311491131782532,0.6644880175590515
43,0.9971741373345798,0.15479302406311035,0.06609033793210983,0.6775599122047424
44,0.9968181482974775,0.16285403072834015,0.06971258670091629,0.6884531378746033
45,0.9964275237708279,0.17058824002742767,0.07386942207813263,0.7037037014961243
46,0.995999305929626,0.17679738998413086,0.07729051262140274,0.7189542055130005
47,0.9955176450645258,0.18398691713809967,0.08111017197370529,0.7342047691345215
48,0.9949947628965631,0.19095860421657562,0.08552173525094986,0.7450979948043823
49,0.9944372416673354,0.1970588117837906,0.08831276744604111,0.7581698894500732
50,0.9937980344104812,0.20217865705490112,0.09167282283306122,0.7647058367729187
51,0.993116799658577,0.206971675157547,0.09511037170886993,0.7843136787414551
52,0.9923461000822675,0.21492373943328857,0.10059087723493576,0.8017429113388062
53,0.9914833198117667,0.2199346274137497,0.10264367610216141,0.8148148059844971
54,0.9906135426066237,0.22113288938999176,0.10382843017578125,0.812636137008667
55,0.9896737675420365,0.2258169949054718,0.10733615607023239,0.8257080316543579
56,0.9886133220111949,0.22832244634628296,0.11020830273628235,0.8257080316543579
57,0.9874435408925588,0.23355118930339813,0.11453200876712799,0.8300653100013733
58,0.9862400770465343,0.23681916296482086,0.11759363859891891,0.8453158736228943
59,0.9849276393331493,0.23986926674842834,0.12005843222141266,0.8496732115745544
60,0.9834612226603869,0.24270151555538177,0.12282061576843262,0.8540304899215698
61,0.9819667614915304,0.24488016963005066,0.12384264916181564,0.8583877682685852
62,0.9803089759532956,0.24716773629188538,0.1262376606464386,0.8605664372444153
63,0.9786232567447718,0.2486928105354309,0.12844814360141754,0.8649237155914307
64,0.9768261096949402,0.25196078419685364,0.13295401632785797,0.8714596629142761
65,0.9748604525879754,0.2549019455909729,0.13557228446006775,0.8736383318901062
66,0.9728052950487234,0.2566448748111725,0.1375158131122589,0.8779956102371216
67,0.9706331146199776,0.2596949636936188,0.14133119583129883,0.884531557559967
68,0.9681135374767894,0.26100218296051025,0.1430487036705017,0.884531557559967
69,0.9658366544155512,0.2625272274017334,0.14364466071128845,0.8823529481887817
70,0.9631745769858125,0.264270156621933,0.14550915360450745,0.884531557559967
71,0.9603932737532312,0.2656862735748291,0.147707000374794,0.8867102265357971
72,0.9575207597995159,0.2669934630393982,0.14919979870319366,0.8867102265357971
73,0.9547789714873057,0.26851850748062134,0.15114901959896088,0.8867102265357971
74,0.951429432805549,0.26993462443351746,0.15355022251605988,0.8932461738586426
75,0.948265436042538,0.2718954384326935,0.15616808831691742,0.8910675048828125
76,0.9448029446819922,0.27222222089767456,0.15694746375083923,0.8932461738586426
77,0.9410969841564725,0.2734204828739166,0.15923747420310974,0.9019607901573181
78,0.9374181615003646,0.27385619282722473,0.15951307117938995,0.899782121181488
79,0.9336869568121813,0.27538126707077026,0.16110113263130188,0.9041393995285034
80,0.9296555359112092,0.2763616442680359,0.1622428596019745,0.899782121181488
81,0.9251427656361794,0.27657949924468994,0.16183258593082428,0.897603452205658
82,0.9209714619484524,0.27614378929138184,0.16183219850063324,0.8910675048828125
83,0.9162315836953542,0.2773420512676239,0.16337387263774872,0.8910675048828125
84,0.9118668261346274,0.2774509787559509,0.16399389505386353,0.8932461738586426
85,0.9069860478851692,0.27799564599990845,0.16528615355491638,0.8954248428344727
86,0.9021004170123369,0.2783224284648895,0.16543251276016235,0.897603452205658
87,0.8968729072124156,0.27930280566215515,0.16621820628643036,0.899782121181488
88,0.8914306740417206,0.2799564301967621,0.1670868843793869,0.899782121181488
89,0.8855373800668502,0.2803921401500702,0.16778624057769775,0.897603452205658
90,0.8801310822103534,0.28061002492904663,0.1678808182477951,0.897603452205658
91,0.8743508438518026,0.28028321266174316,0.16761009395122528,0.899782121181488
92,0.8679281919644768,0.2808278799057007,0.16796384751796722,0.899782121181488
93,0.8621507452887017,0.28071895241737366,0.16694168746471405,0.897603452205658
94,0.8558933223087,0.28017428517341614,0.16587993502616882,0.897603452205658
95,0.8490118984712127,0.28028321266174316,0.1657293289899826,0.897603452205658
96,0.8427414734624843,0.279629647731781,0.1652238965034485,0.8932461738586426
97,0.8352710626621517,0.28017428517341614,0.1657716929912567,0.8954248428344727
98,0.8282281879164528,0.2808278799057007,0.16629505157470703,0.899782121181488
99,0.8207422663354108,0.2800653576850891,0.16513541340827942,0.897603452205658
